MOVIES,year_start,is_series,rating,runtime,runtime_is_missing,votes,votes_log,votes_is_missing,num_stars,director_freq,director_is_known,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_film_noir,genre_game_show,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_news,genre_reality_tv,genre_romance,genre_sci_fi,genre_short,genre_sport,genre_talk_show,genre_thriller,genre_unknown,genre_war,genre_western
Aziz Ansari: Buried Alive,2013,0,7.3,80.0,0,3775.0,8.236420527265391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Lopez: We'll Do It for Half,2020,0,5.6,51.0,0,398.0,5.988961416889864,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yours Sincerely, Kanan Gill",2020,0,7.3,72.0,0,828.0,6.720220155135295,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Silence,2015,0,7.3,91.0,0,298.0,5.700443573390687,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Regan: Nunchucks and Flamethrowers,2017,0,6.3,61.0,0,632.0,6.450470422144176,0,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Epps: Only One Mike,2019,0,4.8,63.0,0,266.0,5.58724865840025,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zavera,2019,0,4.5,96.0,0,90.0,4.51085950651685,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True: Rainbow Rescue,2020,0,6.1,23.0,0,17.0,2.8903717578961645,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chimamire sukeban chênsô,2016,0,4.5,76.0,0,197.0,5.288267030694535,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Kinison: Breaking the Rules,1987,0,7.3,50.0,0,613.0,6.419994928147142,0,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gore Vidal: The United States of Amnesia,2013,0,7.7,83.0,0,1243.0,7.126087273299125,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghesh Al Zawgeyya,2012,0,4.7,109.0,0,256.0,5.54907608489522,0,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oriented,2015,0,6.6,86.0,0,516.0,6.248042874508429,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hank: 5 Years from the Brink,2013,0,6.6,85.0,0,489.0,6.194405391104672,0,2,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",2006,0,7.2,90.0,0,2181.0,7.687997166393016,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Hot Wheels: Build the Epic Race,2015,0,6.3,45.0,0,32.0,3.4965075614664802,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Tigres del Norte at Folsom Prison,2019,0,7.0,64.0,0,157.0,5.062595033026967,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitt,2014,0,6.9,94.0,0,2533.0,7.837554360881084,0,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottled Life: Nestle's Business with Water,2012,0,6.8,90.0,0,816.0,6.705639094860003,0,3,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holland: Natuur in de Delta,2015,0,6.9,96.0,0,379.0,5.940171252720432,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L'amore, il sole e l'altre stelle",2019,0,5.9,101.0,0,77.0,4.356708826689592,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boca Juniors Confidencial,2018,0,6.3,45.0,0,317.0,5.762051382780177,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Treehouse Detectives,2018,1,7.1,60.0,1,54.0,4.007333185232471,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
On the Real,2016,1,8.3,60.0,1,23.0,3.1780538303479458,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Million Colours,2011,0,6.6,115.0,0,267.0,5.5909869805108565,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Angel,2013,0,6.6,68.0,0,298.0,5.700443573390687,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westbrick Murders,2010,0,2.5,90.0,0,365.0,5.902633333401366,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Swearnet Live,2014,0,4.6,75.0,0,493.0,6.202535517187923,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wreck,2019,0,5.1,80.0,0,38.0,3.6635616461296463,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resistance,2015,0,7.1,72.0,0,315.0,5.755742213586912,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O Amor no Divã,2016,0,5.6,88.0,0,302.0,5.713732805509369,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My MVP Valentine,2002,0,6.6,46.0,0,22.0,3.1354942159291497,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Math Squad,2012,1,5.8,30.0,0,34.0,3.5553480614894135,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homies,2015,0,5.8,100.0,0,1036.0,6.9440872082295275,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin Quinn: The New York Story,2016,0,6.8,62.0,0,949.0,6.856461984594587,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pastor Shepherd,2010,0,4.2,91.0,0,609.0,6.413458957167357,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doomsdays,2013,0,6.7,91.0,0,533.0,6.280395838960195,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Husband Oh Jak-doo,2018,0,5.9,70.0,0,191.0,5.2574953720277815,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Out of the Ashes,2010,0,7.2,86.0,0,189.0,5.247024072160486,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maria Bamford: Old Baby,2017,0,6.1,64.0,0,914.0,6.818924065275521,0,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr Jason Leong: Hashtag Blessed,2020,0,7.0,69.0,0,113.0,4.736198448394496,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Das Zeugenhaus,2014,0,6.9,105.0,0,239.0,5.480638923341991,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beautiful Game,2012,0,7.2,60.0,1,112.0,4.727387818712341,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
After Tiller,2013,0,7.4,85.0,0,1046.0,6.953684210870537,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Garlin: Our Man in Chicago,2019,0,5.9,58.0,0,384.0,5.953243334287785,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas & Friends: Marvelous Machinery,2020,0,6.0,45.0,0,9.0,2.302585092994046,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derren Brown: The Great Art Robbery,2013,0,7.6,70.0,0,456.0,6.124683390894205,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Negro Soldier,1944,0,5.9,43.0,0,690.0,6.53813982376767,0,4,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
True: Terrific Tales,2020,1,5.5,60.0,1,16.0,2.833213344056216,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itô kun A to E,2017,0,6.4,60.0,1,220.0,5.3981627015177525,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alien Contact: Outer Space,2017,0,3.9,63.0,0,421.0,6.045005314036012,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Most Interesting Person in the Room by Kenny Sebastian,2020,0,6.1,67.0,0,506.0,6.2285110035911835,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poeslief,2020,0,5.8,60.0,0,81.0,4.406719247264253,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Samaritans,2013,0,6.7,30.0,0,432.0,6.07073772800249,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dust Up,2012,0,5.0,94.0,0,310.0,5.739792912179234,0,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Paisley's Comedy Rodeo,2017,0,5.7,63.0,0,143.0,4.969813299576001,0,4,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,2015,0,5.4,90.0,0,216.0,5.37989735354046,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Red Trees,2017,0,6.4,87.0,0,136.0,4.919980925828125,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where the Road Runs Out,2014,0,5.6,91.0,0,116.0,4.762173934797756,0,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Erkekler,2013,0,4.8,122.0,0,563.0,6.335054251498059,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Still Laugh-In: The Stars Celebrate,2019,0,5.2,60.0,0,534.0,6.282266746896006,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chichipatos: ¡Qué chimba de Navidad!,2020,0,3.3,82.0,0,108.0,4.6913478822291435,0,4,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUNA Girl,2019,0,5.8,89.0,0,121.0,4.804021044733257,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monty Python's Flying Circus: Live at Aspen,1998,0,7.9,58.0,0,1054.0,6.961296045910167,0,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris D'Elia: Man on Fire,2017,0,6.6,65.0,0,1654.0,7.411556287811163,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy People,2018,0,5.0,106.0,0,14.0,2.70805020110221,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Soy Rada: Serendipity,2021,0,5.8,68.0,0,55.0,4.02535169073515,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Words,2013,0,5.9,93.0,0,277.0,5.627621113690637,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After Trek,2017,1,4.9,48.0,0,252.0,5.53338948872752,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sam Jay: 3 in the Morning,2020,0,6.5,64.0,0,430.0,6.066108090103747,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crazy, Lovely, Cool",2018,1,7.8,50.0,0,27.0,3.332204510175204,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roll with Me,2017,0,8.3,90.0,0,82.0,4.418840607796598,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Whole Truth,2009,0,3.2,99.0,0,114.0,4.74493212836325,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gad Elmaleh: American Dream,2018,0,7.2,57.0,0,942.0,6.849066282633458,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Maron: Thinky Pain,2013,0,7.3,95.0,0,1798.0,7.4949862339505335,0,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mighty Express: A Mighty Christmas,2020,0,5.0,25.0,0,36.0,3.6109179126442243,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Inocentes,2015,0,5.2,98.0,0,454.0,6.12029741895095,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanderlust,2006,0,6.6,84.0,0,122.0,4.812184355372417,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ainori Love Wagon: African Journey,2020,1,7.1,60.0,1,79.0,4.382026634673881,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Go! Go! Cory Carson Halloween,2020,0,6.1,24.0,0,41.0,3.7376696182833684,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bogdan Boner: Egzorcysta,2020,1,7.5,12.0,0,45.0,3.828641396489095,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yabani Asli,2017,0,5.4,95.0,0,326.0,5.7899601708972535,0,4,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kicking It,2008,0,7.3,98.0,0,366.0,5.905361848054571,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Willy and the Guardians of the Lake,2018,0,6.5,70.0,0,106.0,4.672828834461906,0,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live,2015,0,6.1,97.0,0,201.0,5.308267697401205,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chico Bon Bon and the Very Berry Holiday,2020,0,5.8,25.0,0,32.0,3.4965075614664802,0,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niquelao!,2019,1,5.5,60.0,1,84.0,4.442651256490317,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The World Before Her,2012,0,7.6,90.0,0,823.0,6.714170529909472,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roving Mars,2006,0,7.3,40.0,0,1022.0,6.930494765951626,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Making the Boys,2011,0,7.3,90.0,0,579.0,6.363028103540465,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hoodrats 2: Hoodrat Warriors,2008,0,4.1,92.0,0,108.0,4.6913478822291435,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia magia salvaje,2015,0,8.2,94.0,0,1262.0,7.141245122350491,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Odio, de Dani Rovira",2021,0,6.7,82.0,0,371.0,5.918893854273146,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Door,2019,1,6.3,60.0,1,117.0,4.770684624465665,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Ferguson: I'm Here to Help,2013,0,7.2,81.0,0,783.0,6.664409020350408,0,0,14,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Field Full of Secrets,2014,0,5.7,122.0,0,200.0,5.303304908059076,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelo,2016,0,7.0,118.0,0,69.0,4.248495242049359,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Claudia Kishi Club,2020,0,6.8,17.0,0,105.0,4.663439094112067,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Snelle: Zonder jas naar buiten,2021,0,6.8,89.0,0,139.0,4.941642422609304,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A StoryBots Christmas,2017,0,6.1,24.0,0,141.0,4.955827057601261,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Road to Yesterday,2015,0,6.1,91.0,0,242.0,5.493061443340548,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Remix: Hip Hop X Fashion,2019,0,7.1,67.0,0,79.0,4.382026634673881,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuintje in mijn hart,2017,0,5.3,101.0,0,475.0,6.16541785423142,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Web Junkie,2013,0,6.4,74.0,0,614.0,6.421622267806518,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Minchin and the Heritage Orchestra,2011,0,8.5,153.0,0,332.0,5.808142489980444,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris D'Elia: Incorrigible,2015,0,6.5,83.0,0,1487.0,7.305188215393037,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior,2018,1,7.8,60.0,1,22.0,3.1354942159291497,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco Escamilla: Bienvenido al Mundo,2019,0,7.1,54.0,0,184.0,5.220355825078324,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dealer,2014,0,6.3,75.0,0,536.0,6.285998094508865,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Unboxing Ibai,2020,0,4.7,60.0,1,32.0,3.4965075614664802,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Anjelah Johnson: Not Fancy,2015,0,5.8,90.0,0,633.0,6.452048954437226,0,0,16,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReMastered: The Lion's Share,2018,0,6.9,84.0,0,508.0,6.2324480165505225,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Heart,2014,0,6.5,60.0,1,41.0,3.7376696182833684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic for Humans by Mago Pop,2021,1,6.4,60.0,1,59.0,4.0943445622221,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hide & Seek,2010,0,4.2,105.0,0,230.0,5.442417710521793,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shotgun Wedding,2013,0,5.1,92.0,0,262.0,5.572154032177765,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nasha Natasha,2020,0,6.5,83.0,0,275.0,5.62040086571715,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
#HappyBirthdaySense8,2017,0,8.9,15.0,0,828.0,6.720220155135295,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Placebo,2014,0,7.7,96.0,0,321.0,5.7745515455444085,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genis Aile: Yapistir,2015,0,4.8,96.0,0,1200.0,7.0909098220799835,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ugly Duckling Series: Boy's Paradise,2015,0,7.0,60.0,0,16.0,2.833213344056216,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Trinity, The Nekad Traveler",2017,0,7.3,103.0,0,83.0,4.430816798843313,0,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Indie Game: Life After,2016,0,5.8,125.0,0,489.0,6.194405391104672,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crisis: Kôan Kidô Sôsatai Tokusô-han,2017,0,6.3,54.0,0,214.0,5.3706380281276624,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Hicks: Sane Man,1989,0,8.4,81.0,0,2242.0,7.715569534520208,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fun sau suet oi nei,2010,0,5.9,104.0,0,351.0,5.863631175598097,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Espectro,2013,0,4.8,93.0,0,696.0,6.546785410760524,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Craig Ferguson: Tickle Fight,2017,0,6.6,66.0,0,935.0,6.841615476477592,0,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garbage,2012,0,5.2,88.0,0,578.0,6.361302477572996,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart & Soul,2020,0,4.2,25.0,0,6.0,1.9459101490553132,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cementerio General,2013,0,3.9,88.0,0,293.0,5.683579767338681,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rory Scovel Tries Stand-Up for the First Time,2017,0,6.7,66.0,0,773.0,6.651571873589727,0,4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristela Alonzo: Lower Classy,2017,0,6.4,66.0,0,805.0,6.692083742506628,0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
